,#,條碼號,館藏地/館藏室,索書號,資料類型,目前狀態 / 到期日,附件,預約,圖書館,連結
0,1,207432,佛光大學圖書館/東方語文圖書區(3F),550.187 4025,圖書/一般,書在館,,不可預約,佛光大學圖書館,http://libils.fgu.edu.tw/bookDetail.do?id=512279
