,#,條碼號,館藏室,索書號,資料類型,目前狀態 / 到期日,預約,圖書館,連結
0,1,326002,3樓書庫,550.187 4025,圖書/一般,可外借,不可預約,國立臺中教育大學圖書館-館藏查詢,http://webpac.lib.ntcu.edu.tw/bookDetail.do?id=257312
