,#,條碼號,館藏地/室,索書號,資料類型,目前狀態 / 到期日,附件,預約,圖書館,連結
0,1,229022,圖書總館/圖書室,550.187 4025,一般圖書/一般,書在館,,不可預約,致理科技大學圖書館,http://hylib.chihlee.edu.tw/bookDetail.do?id=227125
